timestamp,power_w,util_gpu_pct,label
0,121.52358539877216,30.75340099977415,normal
1,114.80007946879752,31.34144031327358,normal
2,123.75225597903228,36.61846755100441,normal
3,124.70282358195607,35.32218804643988,normal
4,110.24482405673082,29.546830297849173,normal
5,113.4891024656884,30.402820462166016,normal
6,120.63920201583643,32.331332239858,normal
7,118.41878703828209,31.19541026781805,normal
8,119.91599421247855,41.106611263964915,normal
9,115.7347803621321,33.959613317022985,normal
10,124.39698987431414,38.20227427016112,normal
11,123.88895967714474,33.92961321768458,normal
12,120.33015348780609,33.82217382210074,normal
13,125.63620603484017,33.75539692298612,normal
14,122.33754671126023,26.99845976988818,normal
15,115.70353768558381,28.924125793908917,normal
16,121.8437539204125,29.380645080176674,normal
17,115.205586995855,26.16653066496089,normal
18,124.39225150653637,31.954566364687516,normal
19,119.75037044506874,38.18925859387882,normal
20,119.0756881822737,33.888316691822276,normal
21,116.5953522779803,37.18464908067218,normal
22,126.11270669337016,37.2651496430941,normal
23,119.227352589656,36.41263435990433,normal
24,117.85836088918447,30.97112641099612,normal
25,118.23933224755885,35.354519219023395,normal
26,122.66154592776674,37.232298681584965,normal
27,121.82722032182039,33.07783535810475,normal
28,122.06366305797994,36.55395341412848,normal
29,122.15410501503942,36.59973613716433,normal
30,130.7082380043523,35.696552994996125,normal
31,117.96792491807692,30.336816108351847,normal
32,117.43878635464232,30.001553962774416,normal
33,115.93113635876061,33.38269844255313,normal
34,123.07989711287748,36.146714495761515,normal
35,125.64486146360446,33.520954355370385,normal
36,119.43026271172562,34.20268822732847,normal
37,115.79921761518736,34.79710185561184,normal
38,115.8775939215438,34.96245612157985,normal
39,123.2529639391235,39.87077291440275,normal
40,123.71627085601722,39.1784484554562,normal
41,122.71577134152598,32.05777465645208,normal
42,116.67245146355653,38.38574476105879,normal
43,121.1608066153336,33.0244438049996,normal
44,120.58342904570364,37.58702673613575,normal
45,121.09344298364506,34.802086444908994,normal
46,124.35714388974095,34.29416440455509,normal
47,121.11797774387341,29.182045918924743,normal
48,123.39456781535948,34.74089727373938,normal
49,120.33789534744446,29.704106107638733,normal
50,121.44559699344993,37.60063970565686,normal
51,123.1564411291927,39.737932579758514,normal
52,112.71422090072167,29.81333014660184,normal
53,118.4016439182135,34.73495334704738,normal
54,117.64813672853602,31.437578784986364,normal
55,116.80561075878329,31.487577454956284,normal
56,118.62428874386659,36.21613803841514,normal
57,127.47470655617198,36.30572994480461,normal
58,115.67084442153379,38.26775681765983,normal
59,124.84139177295741,34.22227164187907,normal
60,111.58565114192098,34.87962360940089,normal
61,118.32557485007112,34.099547338893665,normal
62,120.81376532552503,36.90555269366842,normal
63,122.93111165679639,33.781701787094846,normal
64,123.55613289896428,35.15307574419219,normal
65,123.96673617599963,35.07257084096023,normal
66,118.25637463875782,31.279364266536305,normal
67,117.68824103667717,35.61145632851016,normal
68,124.28987940628576,37.46214113281674,normal
69,119.04347837559193,35.79308647774296,normal
70,113.62156838331039,37.07420221412733,normal
71,114.3335639299826,37.01476695513251,normal
72,115.40273856999194,31.847376950450286,normal
73,122.48580372026882,36.11510087537934,normal
74,120.71212868035282,32.61837755518331,normal
75,123.45242677033885,35.34218788272619,normal
76,117.86373676831732,31.87610501501978,normal
77,120.79269845538357,39.37241048608917,normal
78,123.12795196983669,36.27050929955365,normal
79,118.45326730139881,33.189703273229256,normal
80,122.28387618778706,38.51910605493686,normal
81,116.69037029466675,26.82825956908998,normal
82,118.18473076717464,27.7247581488826,normal
83,118.09131053000836,36.12789040280457,normal
84,114.0208017720548,32.75877727922491,normal
85,122.43486240392791,35.7327281590474,normal
86,117.65298829898639,29.635951204040467,normal
87,120.06247059363844,34.23386189420275,normal
88,122.40373329452954,40.98302345821247,normal
89,122.23265588014972,37.396214825144654,normal
90,123.32692554486393,35.74538407681813,normal
91,119.50757257745288,32.82785900610029,normal
92,117.88350843977923,32.49728385575732,normal
93,119.60140894546801,27.784237459676525,normal
94,111.56332783020986,32.64815778568058,normal
95,112.76443763788457,34.754860079126864,normal
96,113.386501938228,27.66928542941044,normal
97,115.0137658619926,30.87682528364887,normal
98,121.99887113361719,31.384426427190355,normal
99,115.4726047231997,30.096119193630763,normal
100,118.10918722980306,33.90592694612372,normal
101,126.49614148893033,29.888548246157526,normal
102,118.21868014469287,35.61957707069773,normal
103,123.68757784233543,37.60087316475403,normal
104,115.33191159995062,32.1986669787323,normal
105,118.97281221066186,26.550106530235478,normal
106,115.24988972544709,29.939284043549147,normal
107,118.30483462049719,37.50008712245015,normal
108,124.20154068728698,27.152171639896274,normal
109,111.36339788403825,30.775543444573227,normal
110,122.17211821772929,31.366317155378024,normal
111,121.1886780116614,37.039047479514906,normal
112,117.02925022151602,31.411586778288477,normal
113,112.76971072805773,33.43177941308047,normal
114,120.36064753856935,36.08513769709852,normal
115,117.35253645468099,39.03797364909891,normal
116,121.16338105677352,34.00928304233775,normal
117,120.10926072761721,35.445064745329894,normal
118,128.00889445660457,32.11880340736185,normal
119,118.80322186263489,37.51501836491977,normal
120,114.88251253689067,30.542048466326094,normal
121,120.89637817478157,32.859559843388645,normal
122,121.09998341985883,34.533251878269176,normal
123,126.79593787620219,31.538757785752505,normal
124,124.17555622957289,36.16504043809335,normal
125,121.78435529574755,37.69792890327433,normal
126,127.3165144560978,37.25494845794839,normal
127,114.05618472838574,27.820788658431184,normal
128,116.80124233625126,33.00035564165424,normal
129,115.36712029297237,35.18812107835915,normal
130,118.05095098422116,28.094876840451178,normal
131,113.11656926221846,29.094721747752136,normal
132,123.17575473407202,37.822703593407994,normal
133,118.88888651450614,34.77853959245076,normal
134,112.64596852748672,33.42047718280504,normal
135,114.92210459396229,38.4133714497163,normal
136,121.56756923725098,36.13924954616174,normal
137,124.1906328394719,37.456701985434364,normal
138,129.98365445845894,45.270423569786104,normal
139,134.56931233003664,37.806961277167574,normal
140,122.07204716637999,32.484079470967366,normal
141,115.05230939984068,34.155477594695874,normal
142,109.33976859634345,32.556906972836245,normal
143,121.33855731171919,33.08801305608114,normal
144,115.93529452344836,30.027178805177847,normal
145,117.92321369910158,40.62188003744211,normal
146,116.93951600470096,34.39182069822149,normal
147,119.29604556791807,31.887728303770363,normal
148,125.32990115393822,38.55633409367829,normal
149,120.78524283722672,34.18263392738078,normal
150,119.20682581480656,33.30044875099124,normal
151,114.82173123587094,34.493027540278035,normal
152,111.62658527647821,28.017663274298705,normal
153,117.56846045463334,34.64887031307533,normal
154,119.7310872459084,39.9477464934548,normal
155,128.83964956789941,38.209861434563194,normal
156,120.65137260736444,33.34318443361088,normal
157,124.91369755511529,34.16831203160536,normal
158,117.50352200730424,32.34141493919445,normal
159,114.07528116791488,31.831049442403764,normal
160,115.17441618883814,31.77355645567894,normal
161,116.37386967732124,35.99861137388691,normal
162,130.64234866217583,32.12675802242329,normal
163,115.89306660387807,35.69830489520157,normal
164,124.19244601868172,34.34449642990995,normal
165,115.48536410956487,34.126661674104646,normal
166,124.65786506437122,32.23556914493204,normal
167,121.92475483052931,38.8215374378424,normal
168,119.21681051170955,37.79885074100406,normal
169,119.79618736932284,37.10625368277103,normal
170,116.72606152285304,28.806038964863113,normal
171,122.23036100741041,37.4103235010297,normal
172,117.7250825982961,34.850303148134586,normal
173,113.87197118116376,27.719035167506227,normal
174,113.6103121284019,32.38719702823096,normal
175,120.8629395886106,35.62587192098853,normal
